ID, Device, Mode, ExpPart, Round, Trial, Block, Trial in Block, Text Length (lines), Visible Lines, Frame Height, Distance, Direction, Target Line, Line Height, Hit, T_Trial, T_Scroll, T_FineTune, T_Select, T_StartScrolling, errorDistance(lines), inFrameCount, visibleCount, Start direction, Finger count, FP_X-MIN, FP_Y-MIN, FP_X-MAX, FP_Y-MAX, ScrollareaX, ScrollareaY, Px_mm
13,MOOSE,Circle3,1,1,11,2,3,854,32,3.0,200,DOWN,670,18.0,true,11087,10248,2608,797,42,0,1,1,UP,1.0,74.0,623.0,489.653,1232.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,12,2,4,854,32,6.0,200,DOWN,641,18.0,true,10853,10191,3119,623,39,0,1,1,UP,1.0,43.0,632.0,479.0,1231.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,13,2,5,854,32,6.0,300,DOWN,607,18.0,true,9863,8225,1601,751,887,0,1,1,UP,1.0,62.652,637.0,481.616,1150.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,14,2,6,854,32,3.0,100,UP,686,18.0,true,8566,6862,2352,755,949,0,2,1,DOWN,1.0,29.0,609.0,531.0,1146.413,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,15,2,7,854,32,6.0,50,UP,472,18.0,true,4473,3683,1264,750,40,0,1,1,UP,1.0,120.0,668.0,572.0,1118.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,16,2,8,854,32,3.0,300,UP,290,18.0,true,11012,9248,2480,982,782,0,1,1,UP,1.0,103.777,525.0,521.0,1101.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,17,3,1,854,32,6.0,200,UP,394,18.0,true,10352,7265,1664,740,2347,1,1,1,UP,1.0,0.0,552.666,611.0,1190.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,18,3,2,854,32,6.0,50,UP,359,18.0,true,4265,3549,1071,698,18,0,1,1,UP,1.0,170.5,752.0,685.327,1240.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,19,3,3,854,32,3.0,300,DOWN,605,18.0,true,9067,7217,1185,930,920,0,1,1,DOWN,1.0,119.261,646.0,552.0,1215.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,20,3,4,854,32,6.0,300,UP,436,18.0,true,10041,9562,2255,431,48,0,1,1,UP,1.0,37.0,541.0,576.0,1079.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,21,3,5,854,32,6.0,100,DOWN,190,18.0,true,6824,5313,1617,521,990,-2,1,1,DOWN,1.0,121.0,646.282,524.5,1150.726,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,22,3,6,854,32,3.0,200,UP,108,18.0,true,7649,5824,1072,895,930,0,1,1,UP,1.0,87.258,590.0,569.747,1150.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,23,3,7,854,32,3.0,100,DOWN,354,18.0,true,8140,6624,3649,612,904,0,1,1,DOWN,1.0,51.476,653.828,530.0,1190.745,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,24,3,8,854,32,3.0,50,DOWN,613,18.0,true,58738,56144,18288,1584,1010,0,24,4,UP,1.0,119.0,546.316,618.0,1204.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,25,4,1,854,32,3.0,300,UP,29,18.0,true,11585,8817,1825,728,2040,0,1,1,UP,1.0,111.0,693.295,707.11,1187.108,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,26,4,2,854,32,6.0,200,DOWN,475,18.0,true,7823,6497,2080,564,762,0,1,1,UP,1.0,58.049,726.0,472.0,1133.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,27,4,3,854,32,3.0,50,UP,321,18.0,true,4392,3104,1808,657,631,0,1,1,UP,1.0,89.0,714.0,485.0,1093.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,28,4,4,854,32,3.0,100,UP,547,18.0,true,11925,10351,3215,738,836,-1,3,3,DOWN,1.0,59.24,638.0,502.0,1074.463,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,29,4,5,854,32,6.0,50,DOWN,564,18.0,true,4533,3024,1328,497,1012,1,1,1,DOWN,1.0,87.0,650.0,524.276,1171.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,30,4,6,854,32,3.0,200,DOWN,437,18.0,true,14354,12175,7231,1224,955,1,4,1,UP,1.0,88.255,687.0,538.74,1254.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,31,4,7,854,32,6.0,300,DOWN,449,18.0,true,9315,7825,1985,673,817,0,1,1,DOWN,1.0,45.0,598.0,597.0,1154.725,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,1,32,4,8,854,32,6.0,100,UP,607,18.0,true,5453,3920,1487,628,905,-1,1,1,UP,1.0,62.0,649.265,543.0,1138.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,1,1,1,854,32,6.0,300,UP,526,18.0,true,17963,14623,1071,1074,2266,-2,0,1,DOWN,1.0,0.0,617.66,561.0,1146.348,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,2,1,2,854,32,3.0,300,UP,344,18.0,true,8871,7296,1183,788,787,-1,1,1,UP,1.0,89.0,569.0,531.0,1134.712,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,3,1,3,854,32,3.0,50,UP,38,18.0,true,4246,2287,1504,1184,775,-1,1,1,UP,1.0,132.0,681.0,544.55,1050.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,4,1,4,854,32,6.0,100,DOWN,132,18.0,true,6351,4975,1552,624,752,1,1,1,UP,1.0,56.0,517.0,586.673,1180.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,5,1,5,854,32,3.0,200,DOWN,314,18.0,true,8253,6928,2367,607,718,0,1,1,DOWN,1.0,60.826,552.0,599.0,1131.479,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,6,1,6,854,32,6.0,50,UP,136,18.0,true,3912,2368,1136,830,714,1,1,1,UP,1.0,64.0,566.436,648.55,1169.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,7,1,7,854,32,3.0,100,DOWN,156,18.0,true,6327,4928,1409,685,714,0,1,1,UP,1.0,67.0,623.31,583.28,1275.861,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,8,1,8,854,32,6.0,200,DOWN,591,18.0,true,8135,6833,1601,574,728,1,1,1,UP,1.0,60.611,617.363,646.0,1177.182,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,9,2,1,854,32,6.0,50,DOWN,713,18.0,true,6249,3744,2143,525,1980,0,1,1,DOWN,1.0,99.0,710.0,465.0,1063.686,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,10,2,2,854,32,3.0,50,DOWN,342,18.0,true,6139,4593,1456,647,899,0,1,1,UP,1.0,8.0,552.27,558.295,1201.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,11,2,3,854,32,6.0,200,UP,379,18.0,true,7024,5697,1729,478,849,0,1,1,UP,1.0,73.758,668.0,497.742,1148.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,12,2,4,854,32,6.0,300,DOWN,644,18.0,true,7341,5777,1073,632,932,0,1,1,DOWN,1.0,65.0,625.0,540.73,1165.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,13,2,5,854,32,3.0,300,DOWN,506,18.0,true,8466,6880,1600,860,726,0,1,1,DOWN,1.0,123.218,606.0,604.0,1166.672,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,14,2,6,854,32,6.0,100,UP,608,18.0,true,5859,4368,2063,842,649,-2,1,1,UP,1.0,94.0,714.0,476.704,1065.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,15,2,7,854,32,3.0,100,UP,135,18.0,true,5321,3823,1664,707,791,0,1,1,UP,1.0,0.0,646.569,476.0,1109.285,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,16,2,8,854,32,3.0,200,UP,111,18.0,true,6840,5374,1535,737,729,-1,0,1,UP,1.0,25.0,635.335,540.576,1124.271,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,17,3,1,854,32,3.0,200,UP,376,18.0,true,11336,8929,4753,868,1539,0,2,1,UP,2.0,25.0,592.0,1013.0,1082.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,18,3,2,854,32,3.0,50,DOWN,510,18.0,true,6887,5328,2048,531,1028,1,1,1,UP,1.0,109.0,646.684,506.059,1030.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,19,3,3,854,32,6.0,100,DOWN,623,18.0,true,5429,4177,1664,376,876,0,1,1,DOWN,1.0,101.0,574.0,570.301,1158.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,20,3,4,854,32,6.0,200,DOWN,253,18.0,true,7636,6527,2160,450,659,1,1,1,UP,1.0,54.325,568.0,550.468,1097.637,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,21,3,5,854,32,3.0,300,UP,419,18.0,true,7712,6160,1360,883,669,-1,0,1,DOWN,1.0,0.0,585.628,495.968,1086.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,22,3,6,854,32,3.0,100,UP,192,18.0,true,5314,3712,1072,772,830,0,1,1,UP,1.0,31.0,625.0,483.0,1096.73,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,23,3,7,854,32,6.0,300,UP,292,18.0,true,8083,6896,1920,481,706,0,1,1,UP,1.0,84.0,589.0,535.199,1027.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,24,3,8,854,32,6.0,50,DOWN,733,18.0,true,3441,2241,1777,530,670,1,1,1,UP,1.0,180.0,673.0,476.341,930.595,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,25,4,1,854,32,3.0,100,DOWN,690,18.0,true,7774,3905,1201,669,3200,0,1,1,UP,1.0,92.322,586.657,526.644,1101.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,26,4,2,854,32,6.0,300,DOWN,555,18.0,true,8686,7216,1472,756,714,1,1,1,DOWN,1.0,65.254,691.692,600.0,1157.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,27,4,3,854,32,3.0,300,DOWN,436,18.0,true,7001,5617,689,753,631,0,1,1,UP,1.0,156.43,621.574,693.725,1119.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,28,4,4,854,32,3.0,50,UP,649,18.0,true,3257,2049,929,599,609,0,1,1,UP,1.0,141.577,535.27,657.337,1028.292,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,29,4,5,854,32,6.0,200,UP,64,18.0,true,5555,4447,1136,533,575,1,1,1,UP,1.0,13.533,538.203,484.0,998.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,30,4,6,854,32,6.0,100,UP,431,18.0,true,7943,6368,4336,752,823,-1,2,1,UP,1.0,47.0,541.554,555.817,1201.5,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,31,4,7,854,32,6.0,50,UP,314,18.0,true,5740,4561,1073,382,797,-2,1,1,UP,1.0,114.334,642.351,591.33,1111.345,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,2,32,4,8,854,32,3.0,200,DOWN,355,18.0,true,7131,5953,2609,542,636,0,1,1,UP,1.0,67.648,627.288,594.711,1290.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,1,1,1,854,32,3.0,200,UP,157,18.0,true,9435,5201,1488,569,3665,0,1,1,UP,1.0,138.719,568.0,547.0,1010.345,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,2,1,2,854,32,6.0,50,DOWN,693,18.0,true,4504,3265,1441,513,726,0,1,1,DOWN,1.0,101.0,646.307,494.699,1171.287,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,3,1,3,854,32,6.0,100,DOWN,777,18.0,true,5165,3808,1440,486,871,1,1,1,DOWN,1.0,113.272,623.271,591.598,1125.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,4,1,4,854,32,3.0,50,UP,597,18.0,true,5087,3728,2097,656,703,0,1,1,UP,1.0,135.5,644.0,585.727,1058.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,5,1,5,854,32,6.0,200,UP,617,18.0,true,8150,6529,1329,653,968,-1,1,1,DOWN,1.0,62.0,580.697,535.354,1155.722,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,6,1,6,854,32,6.0,300,UP,84,18.0,true,8005,6705,1665,608,692,-1,1,1,UP,1.0,154.0,646.0,516.764,1044.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,7,1,7,854,32,3.0,300,DOWN,567,18.0,true,11252,8736,2959,629,1887,0,1,1,DOWN,1.0,117.008,735.0,534.275,1153.603,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,8,1,8,854,32,3.0,100,DOWN,684,18.0,true,8230,6816,3967,700,714,0,2,1,DOWN,1.0,143.0,667.0,553.0,1095.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,9,2,1,854,32,3.0,300,UP,236,18.0,true,11318,8464,2144,578,2276,0,1,1,DOWN,1.0,91.0,723.0,505.261,1132.642,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,10,2,2,854,32,6.0,50,UP,167,18.0,true,4027,2689,1393,627,711,-1,1,1,UP,1.0,67.686,720.0,612.0,1138.68,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,11,2,3,854,32,6.0,300,DOWN,777,18.0,true,9268,7697,1888,666,905,0,1,1,DOWN,2.0,70.488,638.28,667.0,1199.719,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,12,2,4,854,32,6.0,100,UP,293,18.0,true,6111,4879,2304,537,695,0,1,1,UP,1.0,0.0,675.0,623.0,1159.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,13,2,5,854,32,3.0,50,DOWN,677,18.0,true,5122,2993,1424,1279,850,1,1,1,DOWN,1.0,136.0,733.0,528.0,1201.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,14,2,6,854,32,3.0,100,UP,134,18.0,true,8502,7671,4223,787,44,0,1,1,UP,1.0,114.0,687.287,646.264,1176.577,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,15,2,7,854,32,6.0,200,DOWN,596,18.0,true,12499,8785,1345,578,3136,0,1,1,DOWN,1.0,97.895,688.0,601.7,1185.444,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,16,2,8,854,32,3.0,200,DOWN,326,18.0,true,9052,8450,1936,567,35,0,1,1,UP,1.0,80.474,696.0,559.453,1211.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,17,3,1,854,32,3.0,300,UP,410,18.0,true,13686,11329,1457,674,1683,-1,1,1,UP,1.0,106.682,684.0,603.716,1159.443,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,18,3,2,854,32,6.0,50,DOWN,497,18.0,true,4421,3039,1328,481,901,0,1,1,DOWN,1.0,171.727,662.0,620.745,1182.728,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,19,3,3,854,32,6.0,300,UP,80,18.0,true,8446,7151,1120,670,625,0,1,1,UP,1.0,114.274,579.287,608.724,1139.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,20,3,4,854,32,3.0,200,UP,306,18.0,true,5892,4593,1489,558,741,0,1,1,UP,1.0,166.0,636.0,554.0,1023.27,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,21,3,5,854,32,6.0,100,DOWN,507,18.0,true,4629,3439,1007,495,695,0,1,1,UP,1.0,167.553,642.0,540.455,1023.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,22,3,6,854,32,3.0,100,UP,182,18.0,true,6035,5459,2896,543,33,0,2,1,UP,1.0,148.0,644.319,550.283,1038.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,23,3,7,854,32,6.0,200,DOWN,457,18.0,true,5977,4831,1392,503,643,-1,1,1,DOWN,1.0,143.54,619.0,594.0,1082.606,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,24,3,8,854,32,3.0,50,DOWN,647,18.0,true,10852,9457,1185,834,561,0,3,3,UP,1.0,166.043,510.708,641.0,1062.726,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,25,4,1,854,32,3.0,300,DOWN,524,18.0,true,8539,6432,1663,504,1603,1,1,1,DOWN,1.0,129.678,707.633,548.0,1180.587,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,26,4,2,854,32,6.0,200,UP,639,18.0,true,5950,4736,1023,476,738,-1,1,1,UP,1.0,96.549,634.291,577.647,1072.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,27,4,3,854,32,3.0,50,UP,607,18.0,true,7299,5567,4336,706,1026,0,3,1,UP,1.0,88.258,666.0,541.269,1141.275,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,28,4,4,854,32,6.0,100,UP,656,18.0,true,5014,3409,801,907,698,2,1,1,DOWN,1.0,13.309,676.676,500.0,1053.693,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,29,4,5,854,32,6.0,50,UP,93,18.0,true,7205,5761,3489,640,804,-1,3,2,UP,1.0,209.0,647.248,591.0,1148.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,30,4,6,854,32,3.0,100,DOWN,799,18.0,true,13020,10241,1175,2001,778,1,5,3,UP,1.0,177.303,537.313,655.0,1070.306,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,31,4,7,854,32,6.0,300,DOWN,603,18.0,true,12942,11631,6047,508,803,-2,5,1,DOWN,1.0,172.0,574.0,630.71,1099.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,3,32,4,8,854,32,3.0,200,DOWN,643,18.0,true,8383,6609,2400,944,830,0,1,1,UP,1.0,180.4,640.0,612.272,1144.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,1,1,1,854,32,3.0,300,UP,154,18.0,true,18913,8081,2128,1072,9760,0,1,1,UP,1.0,104.361,203.0,1079.0,1067.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,2,1,2,854,32,3.0,100,DOWN,468,18.0,true,5644,4081,1840,709,854,0,1,1,DOWN,1.0,149.0,521.0,608.0,998.462,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,3,1,3,854,32,3.0,200,DOWN,325,18.0,true,9706,8224,2400,807,675,0,1,1,UP,1.0,81.917,498.701,599.738,1076.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,4,1,4,854,32,6.0,50,DOWN,284,18.0,true,6119,4673,1793,483,963,0,1,1,UP,1.0,89.269,455.32,522.0,1082.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,5,1,5,854,32,3.0,50,UP,307,18.0,true,4835,3296,1999,736,803,0,2,1,UP,1.0,124.279,546.0,690.0,1102.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,6,1,6,854,32,6.0,300,UP,318,18.0,true,7627,6351,1391,498,778,0,1,1,UP,1.0,137.83,548.004,570.287,977.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,7,1,7,854,32,6.0,200,DOWN,598,18.0,true,6345,5135,1888,453,757,0,1,1,DOWN,1.0,179.956,632.0,586.063,1095.5,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,8,1,8,854,32,6.0,100,UP,320,18.0,true,4213,3087,1248,354,772,-1,1,1,UP,1.0,148.0,587.799,584.827,967.271,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,9,2,1,854,32,3.0,200,UP,617,18.0,true,8727,5391,1551,515,2821,-1,1,1,DOWN,1.0,89.0,617.651,548.986,1055.426,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,10,2,2,854,32,3.0,50,DOWN,500,18.0,true,4025,2513,1329,679,833,0,1,1,DOWN,1.0,93.0,524.32,537.344,1075.317,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,11,2,3,854,32,3.0,300,DOWN,523,18.0,true,8852,7537,1457,615,700,0,1,1,UP,1.0,85.265,533.548,652.0,1077.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,12,2,4,854,32,3.0,100,UP,388,18.0,true,9713,8433,3328,581,699,0,2,3,UP,1.0,62.0,568.289,497.0,1027.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,13,2,5,854,32,6.0,100,DOWN,524,18.0,true,4711,3505,1137,458,748,0,1,1,UP,1.0,10.484,568.0,524.0,999.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,14,2,6,854,32,6.0,200,UP,339,18.0,true,6253,5169,1408,469,615,0,1,1,UP,1.0,136.0,528.0,543.0,990.444,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,15,2,7,854,32,6.0,300,DOWN,736,18.0,true,7467,6224,1856,644,599,2,0,1,DOWN,1.0,180.0,562.0,601.0,1022.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,16,2,8,854,32,6.0,50,UP,118,18.0,true,4429,3201,2497,607,621,-2,4,1,UP,1.0,190.292,632.0,536.0,956.741,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,17,3,1,854,32,3.0,50,DOWN,709,18.0,true,4929,2880,1648,687,1362,-1,1,1,DOWN,1.0,127.965,687.0,461.0,973.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,18,3,2,854,32,3.0,200,UP,506,18.0,true,5940,4096,864,892,952,0,1,1,UP,1.0,161.539,584.0,522.092,986.634,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,19,3,3,854,32,6.0,50,DOWN,411,18.0,true,3324,2145,1104,579,600,-2,1,1,DOWN,1.0,136.0,684.0,405.72,963.72,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,20,3,4,854,32,6.0,100,UP,366,18.0,true,7063,5711,3055,590,762,0,2,1,UP,1.0,230.0,631.282,488.723,925.271,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,21,3,5,854,32,3.0,100,UP,364,18.0,true,7570,6160,656,670,740,0,1,1,UP,1.0,148.542,580.0,647.725,984.447,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,22,3,6,854,32,6.0,200,DOWN,657,18.0,true,4961,3968,928,433,560,0,1,1,DOWN,1.0,124.519,569.0,530.0,958.693,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,23,3,7,854,32,3.0,300,DOWN,678,18.0,true,7541,6113,1520,861,567,1,1,1,UP,1.0,219.0,544.0,530.743,933.737,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,24,3,8,854,32,6.0,300,UP,210,18.0,true,5890,5336,1008,506,48,-1,1,1,UP,1.0,128.0,554.0,484.223,851.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,25,4,1,854,32,3.0,200,DOWN,607,18.0,true,9076,3168,592,896,5012,1,1,1,DOWN,1.0,219.981,604.0,536.335,958.283,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,26,4,2,854,32,6.0,300,DOWN,524,18.0,true,6214,5248,1281,386,580,1,1,1,UP,1.0,275.902,637.0,635.164,989.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,27,4,3,854,32,3.0,300,UP,420,18.0,true,5838,4577,1057,507,754,0,1,1,UP,1.0,197.654,515.25,556.151,845.921,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,28,4,4,854,32,6.0,100,DOWN,637,18.0,true,3092,2096,801,508,488,0,1,1,DOWN,1.0,151.0,654.69,487.702,904.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,29,4,5,854,32,6.0,50,UP,543,18.0,true,5065,4643,2544,385,37,1,2,2,UP,1.0,170.0,565.0,458.0,1163.0,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,30,4,6,854,32,3.0,100,DOWN,236,18.0,false,10648,9826,1041,786,36,-8,3,2,UP,1.0,127.371,604.0,521.642,950.481,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,31,4,6,854,32,3.0,100,DOWN,356,18.0,true,11039,10016,2865,476,547,0,4,4,DOWN,1.0,112.275,635.0,474.0,905.284,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,32,4,7,854,32,3.0,50,UP,388,18.0,true,8639,7040,1329,857,742,-1,2,2,DOWN,1.0,166.0,595.276,577.0,1057.674,1080.0,1661.0,4.331,
13,MOOSE,Circle3,1,4,33,4,8,854,32,6.0,200,UP,398,18.0,true,12355,11121,1601,572,662,-2,2,3,DOWN,1.0,62.0,537.441,493.357,969.0,1080.0,1661.0,4.331,
13,MOOSE,Drag,1,1,1,1,1,854,32,6.0,100,UP,308,18.0,true,7675,4287,1228,908,2480,1,1,1,UP,1.0,251.0,524.5,407.0,1197.0,1080.0,1661.0,4.331,
